Sr No,company_name,job_title,min_experience,avg_salary,min_salary,max_salary,num_of_salaries
1519,Freelancer.com,Machine Learning Engineer,0,5.10,2,8.4,7
1520,Jio Platforms,Machine Learning Engineer,0,10.90,6.7,16.8,7
1521,Monsoon CreditTech,Machine Learning Engineer,0,9.60,7,12,6
1522,L&T Technology Services,Machine Learning Engineer,1,5.30,4.4,7,6
1523,Sysark,Machine Learning Engineer,1,3.70,3.1,4.5,6
1524,Lucida Technologies,Machine Learning Engineer,1,3.60,3.3,4.3,6
1525,Ignitarium Technology Solutions,Machine Learning Engineer,0,5.80,5,7,6
1526,Oracle,Machine Learning Engineer,1,20.70,20,22,6
1527,Samsung,Machine Learning Engineer,0,16.80,14,21.5,6
1528,Sri Ayyan Kendra Vidyalaya International School,Machine Learning Engineer,1,6.10,2.3,10,5
1529,Reflections Info Systems,Machine Learning Engineer,1,3.60,3,4.5,5
1530,Qualitas Technologies,Machine Learning Engineer,1,4.70,2.8,7,5
1531,Allstate,Machine Learning Engineer,5,12.10,11.2,13,5
1532,Barclays,Machine Learning Engineer,3,19.40,9,29.1,5
1533,Ericsson,Machine Learning Engineer,2,11.90,6.2,18.5,5
1534,Confidential,Machine Learning Engineer,1,7.40,5.9,9,5
1535,Taglr Technologies,Machine Learning Engineer,0,6.30,4.5,10,5
1536,Takvaviya Analytics,Machine Learning Engineer,1,4.80,4.2,5.3,5
1537,AAIC Technologies,Machine Learning Engineer,0,9.10,6,14.8,5
1538,CIMCON Software,Machine Learning Engineer,2,6.60,3,10,5
1539,Siemens,Machine Learning Engineer,3,11.70,6,16,5
1540,Fractal Analytics,Machine Learning Engineer,4,19.40,15,25,5
1541,Metagogy Learning Systems,Machine Learning Engineer,0,3.70,3,4.2,5
1542,EEGRAB,Machine Learning Engineer,1,5.10,3.5,7.2,5
1543,Digitalmain,Machine Learning Engineer,1,4.40,3,5.8,5
1544,Danaher,Machine Learning Engineer,6,24.80,24,26,5
1545,Phenom,Machine Learning Engineer,1,12.60,9,16,5
1546,Orange Business Services,Machine Learning Engineer,5,16.10,15,18,4
1547,Calsoft,Machine Learning Engineer,1,10.90,6,25,4
1548,Hewlett-Packard Enterprise,Machine Learning Engineer,2,23.30,7,40,4
1549,Datamatics Global Services,Machine Learning Engineer,1,5.10,3.1,8,4
1550,Techolution,Machine Learning Engineer,4,10.00,7,14,4
1551,Intel,Machine Learning Engineer,1,14.40,10.5,16.1,4
1552,Accenture,Data Architect,8,24.60,15.8,33,55
1553,TCS,Data Architect,8,19.90,13,30,49
1554,Fiserv,Data Architect,3,11.20,8.4,18.4,47
1555,IBM,Data Architect,10,19.60,13.5,29,44
1556,Cognizant,Data Architect,10,19.60,15,25.5,42
1557,Wipro,Data Architect,8,20.20,13,27.5,29
1558,Globant,Data Architect,4,21.20,15.5,32,21
1559,Capgemini,Data Architect,10,22.60,16,32,19
1560,Tech Mahindra,Data Architect,13,17.30,11.2,25,12
1561,HCL Technologies,Data Architect,13,23.10,16.6,31,10
1562,UST,Data Architect,9,26.80,16,45,9
1563,Adobe,Data Architect,9,32.60,30,37,8
1564,Cgi Group,Data Architect,8,23.90,17,30.6,8
1565,Infosys,Data Architect,13,19.80,11.9,32,8
1566,JP Morgan Chase,Data Architect,8,35.10,27,45,8
1567,Genpact,Data Architect,7,26.10,15,37,7
1568,Ernst & Young,Data Architect,8,23.50,20,27.7,6
1569,Deloitte,Data Architect,11,27.60,21.2,32.3,6
1570,PepsiCo,Data Architect,10,33.60,26.1,49,6
1571,Anthology,Data Architect,11,25.50,25,26.3,6
1572,DXC Technology,Data Architect,14,19.80,15.5,24,5
1573,Atos,Data Architect,12,22.80,17.2,35.7,5
1574,ValueLabs,Data Architect,9,22.50,21,26.7,5
1575,Barclays,Data Architect,15,30.40,30,30.7,5
1576,Ericsson,Data Architect,8,17.50,12.8,26.5,5
1577,Vodafone Idea,Data Architect,10,25.80,21.3,30,5
1578,IQVIA,Data Architect,8,28.60,25,34,5
1579,Amdocs,Data Architect,5,12.50,9.9,16.1,5
1580,Mindtree,Data Architect,10,20.50,17.5,23,5
1581,Mphasis,Data Architect,13,20.90,14,32,5
1582,PwC,Data Architect,8,21.60,13,32,5
1583,Happiest Minds Technologies,Data Architect,12,27.60,26.5,29,4
1584,Shell,Data Architect,14,35.70,33.6,38,4
1585,Fidelity International,Data Architect,8,50.60,23.4,93,4
1586,Maveric Systems,Data Architect,9,19.00,19,19,4
1587,Webhelp,Data Architect,5,12.00,7.5,18,4
1588,Bajaj Finserv,Data Architect,6,33.10,19,42.5,4
1589,GlobalLogic,Data Architect,10,25.50,22.7,28.5,4
1590,L&T Infotech,Data Architect,11,24.80,20.5,33.5,4
1591,Ab Inbev,Data Architect,14,29.80,26.1,31,4
1592,Automatic Data Processing,Data Architect,7,36.50,14,102,4
1593,Brillio,Data Architect,14,28.30,25,38,4
1594,Whishworks It Consulting,Data Architect,13,29.80,20,37,4
1595,ITC Infotech India,Data Architect,12,29.00,19.8,40,4
1596,IVY Comptech,Data Architect,12,21.80,17,29,4
1597,Collabera Technologies,Data Architect,8,17.00,12,23.1,4
1598,Coforge,Data Architect,7,27.10,18.5,39,4
1599,Hitachi,Data Architect,21,40.00,25,50,3
1600,GE Power,Data Architect,7,16.70,14.9,19,3
1601,T-Systems,Data Architect,16,33.30,33,34,3
